"contentId","caminho","tipo","objetivo","disciplina","assunto","interface","acao","quarentena","prioridade"
"content:material-provas-fgv-provas-pm-cns101-aluno-oficial-combatentecns101-tipo-2-pdf","material-provas/fgv/provas PM/cns101-aluno-oficial-combatentecns101-tipo-2.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-ti","material-provas/fgv/provas PM/curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-tipo-1.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-ti","material-provas/fgv/provas PM/curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-tipo-2.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-ti","material-provas/fgv/provas PM/curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-tipo-3.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-ti","material-provas/fgv/provas PM/curso-de-formacao-de-oficiais-combatentes-da-pmpbcfopb-22-tipo-4.pdf","prova PDF","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-delegado-objetivacns100-tipo-1-pdf","material-provas/fgv/provas PM/delegado-objetivacns100-tipo-1.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-delegado-objetivacns100-tipo-2-pdf","material-provas/fgv/provas PM/delegado-objetivacns100-tipo-2.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-delegado-objetivacns100-tipo-3-pdf","material-provas/fgv/provas PM/delegado-objetivacns100-tipo-3.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-delegado-objetivacns100-tipo-4-pdf","material-provas/fgv/provas PM/delegado-objetivacns100-tipo-4.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-inspetor-de-policia-de-6a-classeinspetor-tipo-1-revisada-pdf","material-provas/fgv/provas PM/inspetor_de_policia_de_6a_classeinspetor_tipo_1_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-inspetor-de-policia-de-6a-classeinspetor-tipo-2-revisada-pdf","material-provas/fgv/provas PM/inspetor_de_policia_de_6a_classeinspetor_tipo_2_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-inspetor-de-policia-de-6a-classeinspetor-tipo-3-revisada-pdf","material-provas/fgv/provas PM/inspetor_de_policia_de_6a_classeinspetor_tipo_3_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-inspetor-de-policia-de-6a-classeinspetor-tipo-4-revisada-pdf","material-provas/fgv/provas PM/inspetor_de_policia_de_6a_classeinspetor_tipo_4_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-investigador-policial-de-3a-classeinvest-tipo-1-revisada-pdf","material-provas/fgv/provas PM/investigador_policial_de_3a_classeinvest_tipo_1_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-investigador-policial-de-3a-classeinvest-tipo-2-revisada-pdf","material-provas/fgv/provas PM/investigador_policial_de_3a_classeinvest_tipo_2_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-investigador-policial-de-3a-classeinvest-tipo-3-revisada-pdf","material-provas/fgv/provas PM/investigador_policial_de_3a_classeinvest_tipo_3_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-investigador-policial-de-3a-classeinvest-tipo-4-revisada-pdf","material-provas/fgv/provas PM/investigador_policial_de_3a_classeinvest_tipo_4_revisada.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-ns001-delegado-de-policia-4a-classe-prova-objetivans001-tipo","material-provas/fgv/provas PM/ns001_-_delegado_de_policia_-_4a_classe_prova_objetivans001_tipo_1.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-ns001-delegado-de-policia-4a-classe-prova-objetivans001-tipo","material-provas/fgv/provas PM/ns001_-_delegado_de_policia_-_4a_classe_prova_objetivans001_tipo_2.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-ns001-delegado-de-policia-4a-classe-prova-objetivans001-tipo","material-provas/fgv/provas PM/ns001_-_delegado_de_policia_-_4a_classe_prova_objetivans001_tipo_3.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-ns001-delegado-de-policia-4a-classe-prova-objetivans001-tipo","material-provas/fgv/provas PM/ns001_-_delegado_de_policia_-_4a_classe_prova_objetivans001_tipo_4.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-ns002-delegado-de-policia-4a-classe-prova-discursivans002-ti","material-provas/fgv/provas PM/ns002_-_delegado_de_policia_-_4a_classe_prova_discursivans002_tipo_1.pdf","prova PDF","Polícia Civil","Redação","","local-only","planejar importacao/conexao","nao","Alta"
"content:material-provas-fgv-provas-pm-oficial-da-policia-militarof-pm-tipo-1-pdf","material-provas/fgv/provas PM/oficial-da-policia-militarof-pm-tipo-1.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-oficial-da-policia-militarof-pm-tipo-2-pdf","material-provas/fgv/provas PM/oficial-da-policia-militarof-pm-tipo-2.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-oficial-da-policia-militarof-pm-tipo-3-pdf","material-provas/fgv/provas PM/oficial-da-policia-militarof-pm-tipo-3.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-oficial-da-policia-militarof-pm-tipo-4-pdf","material-provas/fgv/provas PM/oficial-da-policia-militarof-pm-tipo-4.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcam2021e01-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pcam2021e01_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrj2021e1-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pcrj2021e1_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrj2021e2-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pcrj2021e2_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-1-pd","material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-1.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-2-pd","material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-2.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-3-pd","material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-3.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-4-1-","material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-4 (1).pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-4-pd","material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-01-tipo-4.pdf","prova PDF","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcrn-delegado-de-policia-civil-substituto-deleg-02-tipo-1-di","material-provas/fgv/provas PM/pcrn-delegado-de-policia-civil-substituto-deleg-02-tipo-1-discursiva.pdf","prova PDF","Polícia Civil","Redação","","local-only","planejar importacao/conexao","nao","Alta"
"content:material-provas-fgv-provas-pm-pcrn-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pcrn_gabarito_definitivo.pdf","gabarito/padrão de resposta","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pcscdelegado2024-gabarito-definitivo-20240220-pdf","material-provas/fgv/provas PM/pcscdelegado2024_gabarito_definitivo_20240220.pdf","gabarito/padrão de resposta","Polícia Civil","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pm-sargentocnm001-tipo-1-pdf","material-provas/fgv/provas PM/pm-sargentocnm001-tipo-1.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pm-sargentocnm001-tipo-2-pdf","material-provas/fgv/provas PM/pm-sargentocnm001-tipo-2.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pm-sargentocnm001-tipo-3-pdf","material-provas/fgv/provas PM/pm-sargentocnm001-tipo-3.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pm-sargentocnm001-tipo-4-pdf","material-provas/fgv/provas PM/pm-sargentocnm001-tipo-4.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmac2023-gabaritos-definitivo-final-para-publicacao-1-pdf","material-provas/fgv/provas PM/pmac2023-gabaritos-definitivo-final-para-publicacao-1.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmam2021-gabarito-definitivo-retificado-26-04-2022-pdf","material-provas/fgv/provas PM/pmam2021_gabarito_definitivo_retificado_26.04.2022.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmce2021-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pmce2021_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmce2021-soldado-da-pm-ce-pmce01-tipo-1-pdf","material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_1.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmce2021-soldado-da-pm-ce-pmce01-tipo-2-pdf","material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_2.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmce2021-soldado-da-pm-ce-pmce01-tipo-3-pdf","material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_3.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmce2021-soldado-da-pm-ce-pmce01-tipo-4-pdf","material-provas/fgv/provas PM/pmce2021_soldado_da_pm-ce_pmce01_tipo_4.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj-cfo-prova-discursiva-pdf","material-provas/fgv/provas PM/pmerj-cfo-prova-discursiva.pdf","prova PDF","Polícia Militar","Redação","","local-only","planejar importacao/conexao","nao","Alta"
"content:material-provas-fgv-provas-pm-pmerj-gabarito-definitivo-para-publicacao-oficial-da-pm-pdf","material-provas/fgv/provas PM/pmerj-gabarito-definitivo-para-publicacao-oficial-da-pm.pdf","gabarito/padrão de resposta","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pmerj-gabarito-definitivo.pdf","gabarito/padrão de resposta","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tip","material-provas/fgv/provas PM/pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tipo-1.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tip","material-provas/fgv/provas PM/pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tipo-2.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tip","material-provas/fgv/provas PM/pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tipo-3.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tip","material-provas/fgv/provas PM/pmerj2021-curso-de-formacao-de-oficiais-da-pmerj-pmcfo01-tipo-4.pdf","prova PDF","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmerj2021-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pmerj2021_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmesp-sargento-2024-gabaritos-para-publicacao-pdf","material-provas/fgv/provas PM/pmesp-sargento-2024-gabaritos-para-publicacao.pdf","gabarito/padrão de resposta","Polícia Militar","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmesp2022-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pmesp2022_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmespcabo2022-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pmespcabo2022_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-pmpb2021-gabarito-definitivo-pdf","material-provas/fgv/provas PM/pmpb2021_gabarito_definitivo.pdf","gabarito/padrão de resposta","","","","local-only","planejar importacao/conexao","sim","Alta"
"content:material-provas-fgv-provas-pm-soldado-policial-militar-classe-cpm-sel-tipo-1-pdf","material-provas/fgv/provas PM/soldado-policial-militar-classe-cpm-sel-tipo-1.pdf","prova PDF","","Direito Penal Militar","","local-only","planejar importacao/conexao","sim","Alta"
